Date,Country,Continent,Population,New_Cases,Total_Cases,New_Deaths,Total_Deaths,New_Recovered,Total_Recovered,Active_Cases,New_Vaccinations,Total_Vaccinations,Vaccination_Rate,New_Tests,Total_Tests,Hospital_Patients,ICU_Patients,Positivity_Rate,Recovery_Rate,Death_Rate
2021-12-17,Canada,North America,933764047,729,875716,22,21465,594,755985,98266,1973,3598145,0.39,12393,3271752,1419.0,395.0,5.88,86.33,2.45
2021-12-18,Canada,North America,933764047,1195,876911,13,21478,916,756901,98532,5292,3603437,0.39,10755,2204775,454.0,531.0,11.11,86.31,2.45
2021-12-19,Canada,North America,933764047,932,877843,14,21492,737,757638,98713,5134,3608571,0.39,8388,2365416,2383.0,726.0,11.11,86.31,2.45
2021-12-20,Canada,North America,933764047,929,878772,33,21525,880,758518,98729,5444,3614015,0.39,12077,1582087,1330.0,96.0,7.69,86.32,2.45
2021-12-21,Canada,North America,933764047,1408,880180,55,21580,1312,759830,98770,4821,3618836,0.39,12672,1609344,167.0,33.0,11.11,86.33,2.45
2021-12-22,Canada,North America,933764047,1165,881345,22,21602,895,760725,99018,1657,3620493,0.39,15145,4710095,2226.0,642.0,7.69,86.31,2.45
2021-12-23,Canada,North America,933764047,861,882206,19,21621,799,761524,99061,3606,3624099,0.39,11193,2328144,3246.0,291.0,7.69,86.32,2.45
2021-12-24,Canada,North America,933764047,1929,884135,44,21665,1448,762972,99498,3085,3627184,0.39,27006,6481440,2200.0,546.0,7.14,86.3,2.45
2021-12-25,Canada,North America,933764047,1157,885292,29,21694,1090,764062,99536,4648,3631832,0.39,17355,4581720,4860.0,115.0,6.67,86.31,2.45
2021-12-26,Canada,North America,933764047,934,886226,10,21704,881,764943,99579,816,3632648,0.39,15878,6160664,4869.0,57.0,5.88,86.31,2.45
2021-12-27,Canada,North America,933764047,1167,887393,20,21724,1034,765977,99692,4385,3637033,0.39,10503,3098385,3761.0,772.0,11.11,86.32,2.45
2021-12-28,Canada,North America,933764047,1304,888697,17,21741,1070,767047,99909,4144,3641177,0.39,10432,3682496,4921.0,746.0,12.5,86.31,2.45
2021-12-29,Canada,North America,933764047,1407,890104,16,21757,1253,768300,100047,5780,3646957,0.39,25326,5546394,492.0,444.0,5.56,86.32,2.44
2021-12-30,Canada,North America,933764047,1241,891345,14,21771,954,769254,100320,5006,3651963,0.39,14892,1891284,4993.0,533.0,8.33,86.3,2.44
2021-12-31,Canada,North America,933764047,1062,892407,12,21783,919,770173,100451,3347,3655310,0.39,16992,6473952,4350.0,550.0,6.25,86.3,2.44
2022-01-01,Canada,North America,933764047,903,893310,18,21801,802,770975,100534,2713,3658023,0.39,10836,4128516,1575.0,451.0,8.33,86.31,2.44
2022-01-02,Canada,North America,933764047,1650,894960,23,21824,1588,772563,100573,4947,3662970,0.39,14850,3044250,4701.0,725.0,11.11,86.32,2.44
2022-01-03,Canada,North America,933764047,1144,896104,21,21845,963,773526,100733,2637,3665607,0.39,9152,3642496,746.0,143.0,12.5,86.32,2.44
2022-01-04,Canada,North America,933764047,1518,897622,23,21868,1331,774857,100897,4575,3670182,0.39,16698,3256110,2194.0,363.0,9.09,86.32,2.44
2022-01-05,Canada,North America,933764047,1342,898964,13,21881,1081,775938,101145,2971,3673153,0.39,13420,3757600,4419.0,511.0,10.0,86.31,2.43
2022-01-06,Canada,North America,933764047,1124,900088,19,21900,911,776849,101339,5144,3678297,0.39,10116,2417724,1748.0,194.0,11.11,86.31,2.43
2022-01-07,Canada,North America,933764047,972,901060,25,21925,736,777585,101550,2183,3680480,0.39,13608,5375160,400.0,287.0,7.14,86.3,2.43
2022-01-08,Canada,North America,933764047,742,901802,29,21954,578,778163,101685,3236,3683716,0.39,11872,1519616,2399.0,67.0,6.25,86.29,2.43
2022-01-09,Canada,North America,933764047,1668,903470,38,21992,1558,779721,101757,6030,3689746,0.4,25020,9307440,117.0,317.0,6.67,86.3,2.43
2022-01-10,Canada,North America,933764047,873,904343,12,22004,732,780453,101886,3285,3693031,0.4,6984,2137104,1073.0,633.0,12.5,86.3,2.43
2022-01-11,Canada,North America,933764047,1592,905935,32,22036,1208,781661,102238,5297,3698328,0.4,30248,9860848,4749.0,387.0,5.26,86.28,2.43
2022-01-12,Canada,North America,933764047,1630,907565,33,22069,1223,782884,102612,3724,3702052,,13040,2425440,767.0,540.0,12.5,86.26,2.43
2022-01-13,Canada,North America,933764047,1313,908878,21,22090,1172,784056,102732,3711,3705763,0.4,15756,5782452,4068.0,168.0,8.33,86.27,2.43
2022-01-14,Canada,North America,933764047,847,909725,28,22118,797,784853,102754,5013,3710776,0.4,6776,2107336,1828.0,710.0,12.5,86.27,2.43
2022-01-15,Canada,North America,933764047,1019,910744,38,22156,764,785617,102971,3507,3714283,0.4,10190,1324700,672.0,653.0,10.0,86.26,2.43
2022-01-16,Canada,North America,933764047,1330,912074,18,22174,1006,786623,103277,5206,3719489,0.4,18620,5008780,338.0,90.0,7.14,86.25,2.43
2022-01-17,Canada,North America,933764047,1339,913413,44,22218,1121,787744,103451,5175,3724664,0.4,12051,1952262,3876.0,592.0,11.11,86.24,2.43
2022-01-18,Canada,North America,933764047,459,913872,17,22235,345,788089,103548,4322,3728986,,4131,1462374,291.0,729.0,11.11,86.24,2.43
2022-01-19,Canada,North America,933764047,1478,915350,32,22267,1146,789235,103848,3945,3732931,0.4,17736,4930608,1885.0,85.0,8.33,86.22,2.43
2022-01-20,Canada,North America,933764047,1434,916784,42,22309,1162,790397,104078,6511,3739442,0.4,21510,4646160,4537.0,15.0,6.67,86.21,2.43
2020-01-01,Australia,Australia,621429713,1809,1809,23,23,1622,1622,164,6140,6140,0.0,21708,7880004,4665.0,437.0,8.33,89.66,1.27
2020-01-02,Australia,Australia,621429713,1111,2920,38,61,956,2578,281,9686,15826,0.0,21109,4074037,4003.0,429.0,5.26,88.29,2.09
2020-01-03,Australia,Australia,621429713,336,3256,11,72,313,2891,293,8759,24585,0.0,3360,490560,1245.0,259.0,10.0,88.79,2.21
2020-01-04,Australia,Australia,621429713,1677,4933,26,98,1376,4267,568,5774,30359,0.0,21801,5690061,2810.0,465.0,7.69,86.5,1.99
2020-01-05,Australia,Australia,621429713,1401,6334,30,128,1217,5484,722,2342,32701,0.01,25218,9406314,2973.0,229.0,5.56,86.58,2.02
2020-01-06,Australia,Australia,621429713,2134,8468,78,206,2008,7492,770,6939,39640,0.01,21340,4780160,1595.0,186.0,10.0,88.47,2.43
2020-01-07,Australia,Australia,621429713,1292,9760,25,231,1031,8523,1006,5541,45181,0.01,16796,4350164,572.0,92.0,7.69,87.33,2.37
2020-01-08,Australia,Australia,621429713,915,10675,12,243,872,9395,1037,3193,48374,0.01,12810,1460340,1189.0,194.0,7.14,88.01,2.28
2020-01-09,Australia,Australia,621429713,1634,12309,36,279,1583,10978,1052,3275,51649,0.01,17974,1851322,1866.0,200.0,9.09,89.19,2.27
2020-01-10,Australia,Australia,621429713,1261,13570,30,309,1069,12047,1214,5711,57360,0.01,10088,2804464,364.0,694.0,12.5,88.78,2.28
2020-01-11,Australia,Australia,621429713,2208,15778,49,358,2136,14183,1237,433,57793,0.01,37536,11598624,815.0,732.0,5.88,89.89,2.27
2020-01-12,Australia,Australia,621429713,1164,16942,26,384,1063,15246,1312,4534,62327,0.01,15132,2602704,1396.0,31.0,7.69,89.99,2.27
2020-01-13,Australia,Australia,621429713,1434,18376,45,429,1241,16487,1460,5632,67959,0.01,25812,9653688,4389.0,668.0,5.56,89.72,2.33
2020-01-14,Australia,Australia,621429713,882,19258,15,444,826,17313,1501,4649,72608,0.01,13230,1614060,2752.0,218.0,6.67,89.9,2.31
2020-01-15,Australia,Australia,621429713,1027,20285,38,482,824,18137,1666,8192,80800,0.01,9243,2930031,1880.0,89.0,11.11,89.41,2.38
2020-01-16,Australia,Australia,621429713,1537,21822,15,497,1304,19441,1884,6921,87721,0.01,19981,4176029,3612.0,796.0,7.69,89.09,2.28
2020-01-17,Australia,Australia,621429713,907,22729,16,513,696,20137,2079,4634,92355,0.01,9070,1106540,1232.0,342.0,10.0,88.6,2.26
2020-01-18,Australia,Australia,621429713,1773,24502,48,561,1581,21718,2223,4038,96393,0.02,21276,6850872,1211.0,519.0,8.33,88.64,2.29
2020-01-19,Australia,Australia,621429713,1073,25575,29,590,957,22675,2310,4031,100424,0.02,15022,4536644,3747.0,766.0,7.14,88.66,2.31
2020-01-20,Australia,Australia,621429713,1692,27267,48,638,1365,24040,2589,6777,107201,0.02,20304,7045488,2979.0,628.0,8.33,88.17,2.34
2020-01-21,Australia,Australia,621429713,1331,28598,25,663,1142,25182,2753,5016,112217,0.02,21296,6601760,759.0,610.0,6.25,88.06,2.32
2020-01-22,Australia,Australia,621429713,1341,29939,35,698,1290,26472,2769,2584,114801,0.02,25479,7388910,2594.0,36.0,5.26,88.42,2.33
2020-01-23,Australia,Australia,621429713,1444,31383,56,754,1176,27648,2981,4198,118999,0.02,18772,6363708,974.0,505.0,7.69,88.1,2.4
2020-01-24,Australia,Australia,621429713,1439,32822,16,770,1125,28773,3279,6322,125321,0.02,20146,6285552,4627.0,731.0,7.14,87.66,2.35
2020-01-25,Australia,Australia,621429713,991,33813,25,795,878,29651,3367,7251,132572,0.02,16847,2139569,4650.0,41.0,5.88,87.69,2.35
2020-01-26,Australia,Australia,621429713,857,34670,24,819,684,30335,3516,7230,139802,0.02,12855,3869355,2292.0,,6.67,87.5,2.36
2020-01-27,Australia,Australia,621429713,910,35580,32,851,858,31193,3536,5217,145019,0.02,16380,5323500,3255.0,290.0,5.56,87.67,2.39
2020-01-28,Australia,Australia,621429713,742,36322,13,864,613,31806,3652,4480,149499,0.02,5936,2024176,3495.0,581.0,12.5,87.57,2.38
2020-01-29,Australia,Australia,621429713,1471,37793,15,879,1151,32957,3957,3444,152943,0.02,23536,4848416,4359.0,137.0,6.25,87.2,2.33
2020-01-30,Australia,Australia,621429713,1883,39676,59,938,1744,34701,4037,5966,158909,0.03,28245,3332910,2614.0,675.0,6.67,87.46,2.36
2020-01-31,Australia,Australia,621429713,986,40662,25,963,807,35508,4191,5605,164514,0.03,18734,4196416,468.0,382.0,5.26,87.32,2.37
2020-02-01,Australia,Australia,621429713,1527,42189,58,1021,1416,36924,4244,5346,169860,0.03,21378,4168710,3233.0,278.0,7.14,87.52,2.42
2020-02-02,Australia,Australia,621429713,1918,44107,50,1071,1623,38547,4489,3967,173827,0.03,17262,5126814,4232.0,342.0,11.11,87.39,2.43
2020-02-03,Australia,Australia,621429713,2117,46224,58,1129,1875,40422,4673,2104,175931,0.03,19053,6725709,4562.0,162.0,11.11,87.45,2.44
2020-02-04,Australia,Australia,621429713,1714,47938,56,1185,1297,41719,5034,5292,181223,0.03,30852,9502416,501.0,87.0,5.56,87.03,2.47
2020-02-05,Australia,Australia,621429713,863,48801,13,1198,757,42476,5127,5619,186842,0.03,13808,2029776,647.0,549.0,6.25,87.04,2.45
2020-02-06,Australia,Australia,621429713,1278,50079,42,1240,1085,43561,5278,4959,191801,0.03,24282,8644392,1279.0,637.0,5.26,86.98,2.48
2020-02-07,Australia,Australia,621429713,985,51064,30,1270,803,44364,5430,7191,198992,0.03,12805,2074410,3736.0,303.0,7.69,86.88,2.49
2020-02-08,Australia,Australia,621429713,924,51988,34,1304,895,45259,5425,6797,205789,0.03,9240,2522520,2839.0,106.0,10.0,87.06,2.51
2020-02-09,Australia,Australia,621429713,1580,53568,60,1364,1373,46632,5572,3290,209079,0.03,17380,4466660,4115.0,768.0,9.09,87.05,2.55
2020-02-10,Australia,Australia,621429713,1223,54791,16,1380,1109,47741,5670,5801,214880,0.03,9784,2142696,3789.0,316.0,12.5,87.13,2.52
2020-02-11,Australia,Australia,621429713,1170,55961,43,1423,1098,48839,5699,4840,219720,0.04,18720,2077920,1767.0,334.0,6.25,87.27,2.54
2020-02-12,Australia,Australia,621429713,769,56730,24,1447,609,49448,5835,4598,224318,0.04,9997,3189043,4849.0,116.0,7.69,87.16,2.55
2020-02-13,Australia,Australia,621429713,426,57156,10,1457,389,49837,5862,4108,228426,0.04,6390,1488870,2406.0,423.0,6.67,87.19,2.55
2020-02-14,Australia,Australia,621429713,743,57899,10,1467,567,50404,6028,9373,237799,,11145,2596785,4582.0,129.0,6.67,87.06,2.53
2020-02-15,Australia,Australia,621429713,1894,59793,63,1530,1472,51876,6387,5861,243660,0.04,30304,4000128,2023.0,322.0,6.25,86.76,2.56
2020-02-16,Australia,Australia,621429713,431,60224,10,1540,412,52288,6396,4656,248316,0.04,4310,775800,2954.0,712.0,10.0,86.82,2.56
2020-02-17,Australia,Australia,621429713,943,61167,25,1565,874,53162,6440,5880,254196,0.04,17917,4300080,2777.0,145.0,5.26,86.91,2.56
2020-02-18,Australia,Australia,621429713,1589,62756,55,1620,1479,54641,6495,4100,258296,0.04,12712,3661056,64.0,225.0,12.5,87.07,2.58
2020-02-19,Australia,Australia,621429713,1035,63791,18,1638,962,55603,6550,2585,260881,0.04,13455,1897155,4440.0,647.0,7.69,87.16,2.57
2020-02-20,Australia,Australia,621429713,1718,65509,25,1663,1394,56997,6849,2942,263823,0.04,18898,2475638,2332.0,442.0,9.09,87.01,2.54
2020-02-21,Australia,Australia,621429713,1222,66731,40,1703,1097,58094,6934,6562,270385,0.04,9776,1681472,2689.0,302.0,12.5,87.06,2.55
2020-02-22,Australia,Australia,621429713,1350,68081,16,1719,1060,59154,7208,2733,273118,0.04,16200,5702400,211.0,650.0,8.33,86.89,2.52
2020-02-23,Australia,Australia,621429713,1448,69529,30,1749,1276,60430,7350,6901,280019,0.05,15928,3886432,3634.0,236.0,9.09,86.91,2.52
2020-02-24,Australia,Australia,621429713,1464,70993,52,1801,1191,61621,7571,1979,281998,0.05,11712,4403712,2339.0,625.0,12.5,86.8,2.54
2020-02-25,Australia,Australia,621429713,1895,72888,67,1868,1561,63182,7838,7162,289160,0.05,20845,7545890,4722.0,30.0,9.09,86.68,2.56
2020-02-26,Australia,Australia,621429713,1397,74285,49,1917,1303,64485,7883,7717,296877,0.05,11176,1508760,476.0,548.0,12.5,86.81,2.58
2020-02-27,Australia,Australia,621429713,1606,75891,16,1933,1376,65861,8097,4846,301723,0.05,14454,3917034,578.0,288.0,11.11,86.78,2.55
2020-02-28,Australia,Australia,621429713,1035,76926,33,1966,855,66716,8244,4257,305980,0.05,9315,1499715,832.0,749.0,11.11,86.73,2.56
2020-02-29,Australia,Australia,621429713,1497,78423,33,1999,1205,67921,8503,4365,310345,0.05,17964,5640696,1829.0,399.0,8.33,86.61,2.55
2020-03-01,Australia,Australia,621429713,1524,79947,50,2049,1224,69145,8753,977,311322,0.05,12192,2926080,3607.0,274.0,12.5,86.49,2.56
2020-03-02,Australia,Australia,621429713,1244,81191,47,2096,943,70088,9007,4496,315818,0.05,11196,2037672,3054.0,313.0,11.11,86.32,2.58
2020-03-03,Australia,Australia,621429713,959,82150,14,2110,734,70822,9218,4687,320505,0.05,13426,1450008,3215.0,496.0,7.14,86.21,2.57
2020-03-04,Australia,Australia,621429713,1238,83388,38,2148,1134,71956,9284,3318,323823,0.05,11142,2417814,3831.0,391.0,11.11,86.29,2.58
2020-03-05,Australia,Australia,621429713,1394,84782,52,2200,1254,73210,9372,3469,327292,0.05,16728,3813984,1096.0,796.0,8.33,86.35,2.59
2020-03-06,Australia,Australia,621429713,1493,86275,58,2258,1446,74656,9361,2108,329400,0.05,28367,4481986,223.0,368.0,5.26,86.53,2.62
2020-03-07,Australia,Australia,621429713,1770,88045,46,2304,1541,76197,9544,4899,334299,0.05,24780,7260540,1197.0,749.0,7.14,86.54,2.62
2020-03-08,Australia,Australia,621429713,1523,89568,43,2347,1256,77453,9768,6188,340487,0.05,25891,7741409,3578.0,770.0,5.88,86.47,2.62
2020-03-09,Australia,Australia,621429713,2071,91639,32,2379,1617,79070,10190,2556,343043,0.06,24852,9269796,2432.0,131.0,8.33,86.28,2.6
2020-03-10,Australia,Australia,621429713,1131,92770,39,2418,886,79956,10396,2657,345700,0.06,14703,3072927,3314.0,470.0,7.69,86.19,2.61
2020-03-11,Australia,Australia,621429713,593,93363,13,2431,450,80406,10526,4928,350628,0.06,6523,1382876,1802.0,778.0,9.09,86.12,2.6
2020-03-12,Australia,Australia,621429713,582,93945,12,2443,496,80902,10600,6476,357104,0.06,7566,2292498,1878.0,795.0,7.69,86.12,2.6
2020-03-13,Australia,Australia,621429713,905,94850,34,2477,727,81629,10744,4998,362102,0.06,16290,2231730,3275.0,601.0,5.56,86.06,2.61
2020-03-14,Australia,Australia,621429713,1471,96321,19,2496,1306,82935,10890,3275,365377,0.06,25007,3050854,3578.0,501.0,5.88,86.1,2.59
2020-03-15,Australia,Australia,621429713,1620,97941,56,2552,1357,84292,11097,9778,375155,0.06,14580,1662120,616.0,776.0,11.11,86.06,2.61
2020-03-16,Australia,Australia,621429713,845,98786,32,2584,666,84958,11244,5502,380657,0.06,14365,3734900,4994.0,206.0,5.88,86.0,2.62
2020-03-17,Australia,Australia,621429713,1872,100658,31,2615,1549,86507,11536,7043,387700,0.06,26208,5346432,1601.0,167.0,7.14,85.94,2.6
2020-03-18,Australia,Australia,621429713,970,101628,14,2629,772,87279,11720,5835,393535,0.06,7760,1552000,4507.0,58.0,12.5,85.88,2.59
2020-03-19,Australia,Australia,621429713,1875,103503,62,2691,1536,88815,11997,3952,397487,0.06,16875,3881250,2533.0,613.0,11.11,85.81,2.6
2020-03-20,Australia,Australia,621429713,1421,104924,33,2724,1147,89962,12238,6511,403998,0.07,24157,9469544,2793.0,537.0,5.88,85.74,2.6
2020-03-21,Australia,Australia,621429713,671,105595,22,2746,566,90528,12321,2831,406829,0.07,5368,1497672,378.0,773.0,12.5,85.73,2.6
2020-03-22,Australia,Australia,621429713,1464,107059,38,2784,1303,91831,12444,6152,412981,0.07,11712,1510848,3872.0,95.0,12.5,85.78,2.6
2020-03-23,Australia,Australia,621429713,1502,108561,26,2810,1261,93092,12659,8333,421314,0.07,15020,2973960,2500.0,380.0,10.0,85.75,2.59
2020-03-24,Australia,Australia,621429713,1024,109585,34,2844,966,94058,12683,3649,424963,0.07,11264,2106368,341.0,440.0,9.09,85.83,2.6
2020-03-25,Australia,Australia,621429713,1595,111180,26,2870,1452,95510,12800,7967,432930,0.07,15950,5678200,2989.0,121.0,10.0,85.91,2.58
2020-03-26,Australia,Australia,621429713,1319,112499,31,2901,1088,96598,13000,1643,434573,0.07,14509,2132823,1412.0,697.0,9.09,85.87,2.58
2020-03-27,Australia,Australia,621429713,1828,114327,19,2920,1665,98263,13144,7339,441912,0.07,21936,4628496,2114.0,545.0,8.33,85.95,2.55
2020-03-28,Australia,Australia,621429713,416,114743,9,2929,360,98623,13191,3101,445013,0.07,4160,1630720,3129.0,283.0,10.0,85.95,2.55
2020-03-29,Australia,Australia,621429713,842,115585,33,2962,721,99344,13279,5013,450026,0.07,15156,4849920,3708.0,142.0,5.56,85.95,2.56
2020-03-30,Australia,Australia,621429713,1064,116649,41,3003,861,100205,13441,4542,454568,0.07,10640,4064480,814.0,608.0,10.0,85.9,2.57
2020-03-31,Australia,Australia,621429713,1175,117824,15,3018,909,101114,13692,2383,456951,0.07,12925,4252325,757.0,45.0,9.09,85.82,2.56
2020-04-01,Australia,Australia,621429713,1592,119416,24,3042,1367,102481,13893,6432,463383,0.07,20696,5836272,3519.0,287.0,7.69,85.82,2.55
2020-04-02,Australia,Australia,621429713,670,120086,20,3062,559,103040,13984,4165,467548,0.08,8710,2630420,3525.0,11.0,7.69,85.81,2.55
2020-04-03,Australia,Australia,621429713,1723,121809,59,3121,1644,104684,14004,7410,474958,0.08,25845,6952305,2139.0,364.0,6.67,85.94,2.56
2020-04-04,Australia,Australia,621429713,1610,123419,26,3147,1319,106003,14269,5768,480726,0.08,14490,1941660,3554.0,447.0,11.11,85.89,2.55
2020-04-05,Australia,Australia,621429713,1480,124899,29,3176,1122,107125,14598,5028,485754,,22200,7947600,4018.0,421.0,6.67,85.77,2.54
2020-04-06,Australia,Australia,621429713,704,125603,15,3191,651,107776,14636,5870,491624,0.08,9856,1547392,2068.0,194.0,7.14,85.81,2.54
2020-04-07,Australia,Australia,621429713,1445,127048,43,3234,1384,109160,14654,5473,497097,0.08,17340,6745260,3412.0,75.0,8.33,85.92,2.55
2020-04-08,Australia,Australia,621429713,1875,128923,69,3303,1733,110893,14727,2747,499844,0.08,31875,6343125,2367.0,191.0,5.88,86.01,2.56
2020-04-09,Australia,Australia,621429713,1392,130315,47,3350,1129,112022,14943,3544,503388,0.08,19488,7541856,2059.0,572.0,7.14,85.96,2.57
2020-04-10,Australia,Australia,621429713,967,131282,14,3364,886,112908,15010,3700,507088,0.08,11604,1694184,3242.0,,8.33,86.0,2.56
2020-04-11,Australia,Australia,621429713,840,132122,29,3393,803,113711,15018,0,507088,0.08,15120,2162160,1183.0,585.0,5.56,86.07,2.57
2020-04-12,Australia,Australia,621429713,1767,133889,29,3422,1400,115111,15356,2511,509599,0.08,17670,5954790,2176.0,484.0,10.0,85.97,2.56
2020-04-13,Australia,Australia,621429713,946,134835,36,3458,856,115967,15410,5760,515359,0.08,10406,1675366,1743.0,237.0,9.09,86.01,2.56
2020-04-14,Australia,Australia,621429713,1053,135888,27,3485,790,116757,15646,5024,520383,0.08,8424,1027728,604.0,374.0,12.5,85.92,2.56
2020-04-15,Australia,Australia,621429713,1218,137106,16,3501,1040,117797,15808,3896,524279,,12180,4823280,600.0,309.0,10.0,85.92,2.55
2020-04-16,Australia,Australia,621429713,1739,138845,66,3567,1675,119472,15806,4889,529168,0.09,17390,6538640,3921.0,431.0,10.0,86.05,2.57
2020-04-17,Australia,Australia,621429713,1383,140228,23,3590,1325,120797,15841,7554,536722,0.09,22128,7899696,3286.0,621.0,6.25,86.14,2.56
2020-04-18,Australia,Australia,621429713,988,141216,38,3628,793,121590,15998,4329,541051,0.09,13832,2171624,1482.0,580.0,7.14,86.1,2.57
2020-04-19,Australia,Australia,621429713,1410,142626,43,3671,1171,122761,16194,4704,545755,0.09,14100,4779900,4607.0,638.0,10.0,86.07,2.57
2020-04-20,Australia,Australia,621429713,1542,144168,25,3696,1208,123969,16503,7974,553729,0.09,26214,5059302,4192.0,769.0,5.88,85.99,2.56
2020-04-21,Australia,Australia,621429713,1515,145683,49,3745,1215,125184,16754,5191,558920,0.09,13635,3190590,119.0,84.0,11.11,85.93,2.57
2020-04-22,Australia,Australia,621429713,995,146678,29,3774,797,125981,16923,5940,564860,0.09,17910,3259620,436.0,143.0,5.56,85.89,2.57
2020-04-23,Australia,Australia,621429713,1414,148092,42,3816,1200,127181,17095,4425,569285,0.09,11312,3506720,2418.0,533.0,12.5,85.88,2.58
2020-04-24,Australia,Australia,621429713,894,148986,14,3830,763,127944,17212,6474,575759,0.09,8046,2059776,1210.0,403.0,11.11,85.88,2.57
2020-04-25,Australia,Australia,621429713,1912,150898,60,3890,1575,129519,17489,8208,583967,,28680,4531440,2455.0,544.0,6.67,85.83,2.58
2020-04-26,Australia,Australia,621429713,1309,152207,35,3925,1011,130530,17752,8715,592682,0.1,22253,5184949,3119.0,405.0,5.88,85.76,2.58
2020-04-27,Australia,Australia,621429713,1353,153560,42,3967,1211,131741,17852,3710,596392,0.1,21648,6191328,2088.0,166.0,6.25,85.79,2.58
2020-04-28,Australia,Australia,621429713,1342,154902,33,4000,1275,133016,17886,10016,606408,0.1,17446,6367790,4523.0,127.0,7.69,85.87,2.58
2020-04-29,Australia,Australia,621429713,877,155779,30,4030,806,133822,17927,8186,614594,0.1,11401,4138563,669.0,664.0,7.69,85.91,2.59
2020-04-30,Australia,Australia,621429713,795,156574,26,4056,698,134520,17998,3986,618580,0.1,10335,3813615,379.0,163.0,7.69,85.91,2.59
2020-05-01,Australia,Australia,621429713,1626,158200,50,4106,1346,135866,18228,4408,622988,0.1,29268,6204816,4845.0,442.0,5.56,85.88,2.6
2020-05-02,Australia,Australia,621429713,1416,159616,48,4154,1305,137171,18291,6985,629973,0.1,24072,3707088,614.0,708.0,5.88,85.94,2.6
2020-05-03,Australia,Australia,621429713,753,160369,26,4180,706,137877,18312,7227,637200,,6777,1457055,2859.0,134.0,11.11,85.97,2.61
2020-05-04,Australia,Australia,621429713,512,160881,18,4198,455,138332,18351,4654,641854,0.1,4608,1340928,2108.0,709.0,11.11,85.98,2.61
2020-05-05,Australia,Australia,621429713,835,161716,23,4221,730,139062,18433,7004,648858,0.1,10020,1432860,2959.0,364.0,8.33,85.99,2.61
2020-05-06,Australia,Australia,621429713,888,162604,26,4247,703,139765,18592,5388,654246,0.11,10656,2067264,1019.0,638.0,8.33,85.95,2.61
2020-05-07,Australia,Australia,621429713,1699,164303,52,4299,1309,141074,18930,6539,660785,0.11,30582,5902326,3557.0,680.0,5.56,85.86,2.62
2020-05-08,Australia,Australia,621429713,1951,166254,30,4329,1678,142752,19173,2922,663707,0.11,29265,10886580,368.0,264.0,6.67,85.86,2.6
2020-05-09,Australia,Australia,621429713,1058,167312,34,4363,807,143559,19390,6957,670664,0.11,20102,7839780,1197.0,34.0,5.26,85.8,2.61
2020-05-10,Australia,Australia,621429713,594,167906,23,4386,556,144115,19405,5141,675805,0.11,8316,2677752,3857.0,131.0,7.14,85.83,2.61
2020-05-11,Australia,Australia,621429713,286,168192,5,4391,249,144364,19437,6123,681928,0.11,2288,240240,300.0,286.0,12.5,85.83,2.61
2020-05-12,Australia,Australia,621429713,1232,169424,14,4405,1119,145483,19536,1591,683519,0.11,16016,1617616,3534.0,40.0,7.69,85.87,2.6
2020-05-13,Australia,Australia,621429713,1238,170662,43,4448,933,146416,19798,5570,689089,0.11,18570,6945180,2484.0,359.0,6.67,85.79,2.61
2020-05-14,Australia,Australia,621429713,1102,171764,37,4485,927,147343,19936,6392,695481,0.11,16530,6083040,1648.0,670.0,6.67,85.78,2.61
2020-05-15,Australia,Australia,621429713,1269,173033,47,4532,1158,148501,20000,7193,702674,0.11,21573,7334820,1148.0,106.0,5.88,85.82,2.62
2020-05-16,Australia,Australia,621429713,1641,174674,53,4585,1460,149961,20128,1982,704656,0.11,27897,8424894,811.0,192.0,5.88,85.85,2.62
2020-05-17,Australia,Australia,621429713,622,175296,14,4599,487,150448,20249,5334,709990,0.11,4976,617024,782.0,320.0,12.5,85.83,2.62
2020-05-18,Australia,Australia,621429713,1058,176354,14,4613,951,151399,20342,6279,716269,0.12,11638,4119852,2592.0,433.0,9.09,85.85,2.62
2020-05-19,Australia,Australia,621429713,1650,178004,58,4671,1423,152822,20511,9661,725930,0.12,18150,5535750,465.0,14.0,9.09,85.85,2.62
2020-05-20,Australia,Australia,621429713,491,178495,13,4684,455,153277,20534,4093,730023,0.12,8838,1246158,1559.0,162.0,5.56,85.87,2.62
2020-05-21,Australia,Australia,621429713,993,179488,37,4721,870,154147,20620,5979,736002,0.12,9930,2939280,1448.0,757.0,10.0,85.88,2.63
2020-05-22,Australia,Australia,621429713,1798,181286,63,4784,1645,155792,20710,6562,742564,0.12,16182,5048784,2820.0,322.0,11.11,85.94,2.64
2020-05-23,Australia,Australia,621429713,709,181995,25,4809,643,156435,20751,3422,745986,0.12,6381,2207826,2890.0,269.0,11.11,85.96,2.64
2020-05-24,Australia,Australia,621429713,981,182976,22,4831,878,157313,20832,2656,748642,0.12,14715,5591700,4969.0,47.0,6.67,85.97,2.64
2020-05-25,Australia,Australia,621429713,1370,184346,37,4868,1056,158369,21109,5205,753847,0.12,24660,3846960,2168.0,97.0,5.56,85.91,2.64
2020-05-26,Australia,Australia,621429713,972,185318,34,4902,939,159308,21108,6056,759903,0.12,10692,3603204,4152.0,731.0,9.09,85.96,2.65
2020-05-27,Australia,Australia,621429713,2012,187330,31,4933,1777,161085,21312,5584,765487,0.12,18108,5848884,688.0,212.0,11.11,85.99,2.63
